total_visits,time_per_visit,lead_origin,lead_source,do_not_email,do_not_call,converted,country,specialization,how_did_you_hear_about_x_education,what_is_your_current_occupation,what_matters_most_to_you_in_choosing_a_course,tags,city,a_free_copy_of_mastering_the_interview,no_contact_allowed,lead_source_channel,is_from_india,total_visits_binned,total_time_spent_on_website_binned,page_views_per_visit_binned
1.0,1759.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
7.0,5.857142857142857,Landing Page Submission,Referral Sites,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Mumbai,1,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
5.0,77.2,Landing Page Submission,Google,0,0,0,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
6.0,36.0,API,Referral Sites,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Low_Page_Views
5.0,320.6,Landing Page Submission,Google,0,0,1,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
7.0,15.142857142857142,Landing Page Submission,Other,0,0,0,India,Not_Specified,Multiple Sources,Not_Specified,Not_Specified,,Other Cities,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,High_Page_Views
2.0,36.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
2.0,38.5,API,Google,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,239.33333333333334,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
5.0,86.4,Landing Page Submission,Google,0,0,0,India,Marketing Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,High_Engagement,Low_Page_Views
5.0,46.4,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Other Cities,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
2.0,351.0,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Unemployed,Better Career Prospects,Not doing further education,Other Cities,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
5.0,122.8,Landing Page Submission,Organic Search,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,1,0,Other_Source,1,High_Visits,High_Engagement,Very_High_Page_Views
1.0,1808.0,Landing Page Submission,Direct Traffic,0,0,1,India,IT Projects Management,,Not_Specified,Not_Specified,Lost to EINS,Thane & Outskirts,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
2.0,117.0,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,invalid number,Mumbai,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
3.0,81.66666666666667,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
8.0,158.5,Landing Page Submission,Organic Search,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
2.0,28.0,Landing Page Submission,Google,0,0,0,India,Not_Specified,Online Search,Unemployed,Better Career Prospects,switched off,Mumbai,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
4.0,43.5,API,Referral Sites,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,Low_Page_Views
4.0,287.25,Landing Page Submission,Direct Traffic,0,0,0,India,Not_Specified,Word Of Mouth,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
2.0,166.5,Landing Page Submission,Direct Traffic,0,0,0,India,Other_Specialization,,Not_Specified,Not_Specified,,Other Cities,1,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
7.0,67.28571428571429,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Medium_Page_Views
3.0,336.6666666666667,Landing Page Submission,Direct Traffic,0,0,1,India,Supply Chain Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Metro Cities,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
9.5,191.05263157894737,API,Olark Chat,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,High_Page_Views
2.0,23.5,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Unemployed,Better Career Prospects,Ringing,Other Cities,1,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
3.0,509.3333333333333,Landing Page Submission,Direct Traffic,0,0,1,India,Operations Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
6.0,153.16666666666666,Landing Page Submission,Google,0,0,1,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
9.5,20.42105263157895,API,Organic Search,0,0,0,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Mumbai,0,0,Other_Source,1,Very_High_Visits,Medium_Engagement,Very_High_Page_Views
1.0,1173.0,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
2.0,175.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
9.5,51.89473684210526,Landing Page Submission,Referral Sites,0,0,0,India,Marketing Management,,Not_Specified,Not_Specified,,Thane & Outskirts,1,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
3.0,127.0,Landing Page Submission,Direct Traffic,0,0,0,India,Operations Management,,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,1,0,Other_Source,1,Medium_Visits,High_Engagement,Low_Page_Views
2.0,972.0,API,Referral Sites,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
5.0,13.0,Landing Page Submission,Google,0,0,0,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Ringing,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Low_Engagement,Very_High_Page_Views
7.0,190.57142857142858,API,Organic Search,0,0,0,India,Business Administration,,Not_Specified,Not_Specified,Interested in other courses,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
7.0,87.85714285714286,API,Google,0,0,0,India,"Banking, Investment And Insurance",Online Search,Not_Specified,Not_Specified,Interested in other courses,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Working Professional,Better Career Prospects,Will revert after reading the email,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
1.0,250.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,wrong number given,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,191.5,Landing Page Submission,Direct Traffic,0,0,0,India,Business Administration,,Not_Specified,Not_Specified,,Other Metro Cities,1,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
3.0,413.3333333333333,Lead Add Form,Other,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Medium_Visits,Very_High_Engagement,Medium_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
3.0,152.66666666666666,Lead Add Form,Other,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
3.0,353.3333333333333,Lead Add Form,Other,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
4.0,226.0,API,Referral Sites,0,0,0,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Already a student,Unknown_City,0,0,Other_Source,0,High_Visits,High_Engagement,High_Page_Views
1.0,164.0,API,Google,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
2.0,896.5,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,in touch with EINS,Unknown_City,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
5.0,368.2,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Very_High_Page_Views
8.0,109.625,API,Organic Search,0,0,1,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Other_Specialization,,Unemployed,Better Career Prospects,Closed by Horizzon,Mumbai,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
9.5,148.52631578947367,Landing Page Submission,Organic Search,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
6.0,64.16666666666667,API,Organic Search,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,High_Engagement,Very_High_Page_Views
9.5,7.157894736842105,API,Google,0,0,0,India,Media and Advertising,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Low_Page_Views
3.0,64.0,Landing Page Submission,Google,0,0,0,India,International Business,Online Search,Not_Specified,Not_Specified,,Thane & Outskirts,0,0,Other_Source,1,Medium_Visits,Medium_Engagement,High_Page_Views
5.0,61.8,Landing Page Submission,Google,0,0,0,India,Finance Management,Word Of Mouth,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,261.6666666666667,Lead Add Form,Reference,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
4.0,85.5,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
2.0,39.0,API,Google,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Ringing,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
5.0,246.8,API,Organic Search,0,0,1,India,International Business,,Student,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,High_Visits,Very_High_Engagement,Low_Page_Views
8.0,1.75,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Very_High_Page_Views
4.0,19.25,API,Referral Sites,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,wrong number given,Unknown_City,0,0,Other_Source,1,High_Visits,Low_Engagement,High_Page_Views
3.0,433.0,API,Referral Sites,0,0,1,India,Not_Specified,,Unemployed,Better Career Prospects,,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,High_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
2.0,228.5,API,Referral Sites,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,High_Engagement,Low_Page_Views
5.0,71.6,API,Organic Search,0,0,0,Other_Country,Not_Specified,,Unemployed,Better Career Prospects,Busy,Unknown_City,0,0,Other_Source,0,High_Visits,Medium_Engagement,Very_High_Page_Views
3.0,160.33333333333334,Landing Page Submission,Direct Traffic,0,0,0,India,"Banking, Investment And Insurance",,Not_Specified,Not_Specified,,Other Cities,1,0,Other_Source,1,Medium_Visits,High_Engagement,High_Page_Views
2.0,102.5,API,Direct Traffic,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested  in full time MBA,Unknown_City,0,0,Other_Source,1,Low_Visits,Medium_Engagement,Low_Page_Views
1.0,1106.0,Landing Page Submission,Direct Traffic,0,0,1,India,Finance Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
9.0,217.0,Landing Page Submission,Direct Traffic,0,0,1,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Thane & Outskirts,0,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Low_Page_Views
3.0,356.6666666666667,Lead Add Form,Reference,0,0,1,Unknown_Country,Marketing Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,0,Medium_Visits,High_Engagement,Medium_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Not_Specified,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
5.0,41.4,Landing Page Submission,Google,0,0,0,India,Finance Management,Online Search,Not_Specified,Not_Specified,,Mumbai,0,0,Other_Source,1,High_Visits,Medium_Engagement,Medium_Page_Views
2.0,793.5,Landing Page Submission,Direct Traffic,0,0,1,India,Other_Specialization,Multiple Sources,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
2.0,754.5,Landing Page Submission,Direct Traffic,0,0,1,India,Other_Specialization,,Unemployed,Better Career Prospects,Lost to EINS,Mumbai,1,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
4.0,82.75,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,switched off,Unknown_City,0,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
4.0,46.75,Landing Page Submission,Direct Traffic,0,0,0,India,Human Resource Management,,Unemployed,Better Career Prospects,Ringing,Mumbai,1,0,Other_Source,1,High_Visits,Medium_Engagement,High_Page_Views
3.0,469.0,API,Organic Search,0,0,1,India,Human Resource Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Unknown_City,0,0,Other_Source,1,Medium_Visits,Very_High_Engagement,Low_Page_Views
0.0,0.0,Lead Add Form,Reference,0,0,1,Unknown_Country,Finance Management,,Working Professional,Better Career Prospects,Closed by Horizzon,Unknown_City,0,0,Other_Source,0,Low_Visits,Low_Engagement,Low_Page_Views
1.0,123.0,Landing Page Submission,Google,0,0,0,India,Not_Specified,Email,Unemployed,Better Career Prospects,Interested  in full time MBA,Other Cities,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
1.0,100.0,API,Organic Search,0,0,0,India,Not_Specified,,Unemployed,Better Career Prospects,Interested in other courses,Unknown_City,0,0,Other_Source,1,Low_Visits,Low_Engagement,Low_Page_Views
9.0,129.33333333333334,Landing Page Submission,Direct Traffic,0,0,1,India,Healthcare Management,,Unemployed,Better Career Prospects,Will revert after reading the email,Mumbai,1,0,Other_Source,1,Very_High_Visits,Very_High_Engagement,Very_High_Page_Views
1.0,1362.0,Landing Page Submission,Direct Traffic,0,0,1,India,Other_Specialization,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Other Cities of Maharashtra,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
7.0,150.14285714285714,API,Direct Traffic,0,0,0,India,Not_Specified,,Not_Specified,Not_Specified,,Unknown_City,0,0,Other_Source,1,Very_High_Visits,High_Engagement,High_Page_Views
2.0,908.0,Landing Page Submission,Google,0,0,0,India,Not_Specified,Word Of Mouth,Unemployed,Better Career Prospects,Interested in other courses,Thane & Outskirts,0,0,Other_Source,1,Low_Visits,Very_High_Engagement,Low_Page_Views
7.0,10.571428571428571,Landing Page Submission,Direct Traffic,0,0,0,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,Ringing,Mumbai,0,0,Other_Source,1,Very_High_Visits,Low_Engagement,Medium_Page_Views
